club_name,avg_overall,avg_composite,count_players
Hallescher FC,65.66666666666667,62.04666666666666,3
Aldosivi,66.375,61.972500000000004,8
Rodez,66.0,61.971428571428575,7
Meizhou Hakka,68.0,61.97,2
Stockport County,67.0,61.96,1
Chennaiyin,66.66666666666667,61.92666666666667,3
Shamrock Rovers,66.66666666666667,61.906666666666666,3
GIF Sundsvall,65.25,61.904999999999994,4
Leyton Orient,65.0,61.88,3
Lyngby,66.4,61.839999999999996,5
Guabirá,66.33333333333333,61.73333333333334,3
Argeş,65.66666666666667,61.61666666666667,6
Milton Keynes Dons,65.625,61.589999999999996,8
Kalmar,65.75,61.519999999999996,4
Wrexham,66.0,61.44,2
Miedź Legnica,65.57142857142857,61.38857142857143,7
Wehen Wiesbaden,65.625,61.32,8
Wilstermann,65.4,61.30800000000001,5
Kilmarnock,65.22222222222223,61.14888888888889,9
Cambridge United,65.77777777777777,61.12444444444444,9
Brisbane Roar,66.5,60.97999999999999,2
Helsingborg,66.0,60.81999999999999,3
Quevilly Rouen,66.33333333333333,60.72666666666666,9
Borussia Dortmund II,65.5,60.58,2
Warta Poznań,65.85714285714286,60.48285714285714,7
Lincoln City,65.0,60.455,4
Voluntari,66.125,60.3425,8
Freiburg II,67.0,59.98,1
Walsall,65.0,58.819999999999986,1
Aalesund,66.33333333333333,58.553333333333335,3
Swindon Town,66.5,57.709999999999994,2
Hartlepool United,66.0,53.519999999999996,1
Carlisle United,65.0,50.53999999999999,1
